학교,과목,학년(학년군),성취기준 코드,성취기준 내용
초등학교,과학,3~4,[4과15-02],"온도나 압력에 따라 기체의 부피가 달라지는 현상을 관찰하고, 우리 주변에서 예를 찾을 수 있다."
초등학교,과학,3~4,[4과15-03],"일상생활에서 이용되는 기체의 종류와 성질을 조사하고, 여러 가지 기체에 대해 흥미를 느낄 수 있다."
초등학교,과학,3~4,[4과15-04],기체의 성질을 이용하여 작동시킬 수 있는 장치를 설계하고 만들 수 있다.
초등학교,과학,3~4,[4과16-01],"기후변화 현상의 예를 알고, 기후변화가 인간의 활동과 관련되어 있음을 토의할 수 있다."
초등학교,과학,3~4,[4과16-02],"기후변화의 심각성에 관심을 가지고, 기후변화가 우리 생활과 환경에 미치는 영향을 설명할 수 있다."
초등학교,과학,3~4,[4과16-03],"기후변화 대응 방법을 조사하고, 생활 속에서 기후변화 대응 방법을 실천할 수 있다."
초등학교,체육,3~4,[4체01-01],운동과 체력의 의미를 이해하고 관계를 파악한다.
초등학교,체육,3~4,[4체01-02],기본 체력운동의 방법과 절차를 익히며 자신의 수준에 맞는 운동을 시도한다.
초등학교,체육,3~4,[4체01-03],운동과 건강의 의미를 이해하고 관계를 파악한다.
초등학교,체육,3~4,[4체01-04],건강을 위한 바른 생활 습관을 이해하고 생활 속에서 규칙적으로 실천한다.
초등학교,체육,3~4,[4체01-05],자신의 신체적 특징을 긍정적으로 인식하고 운동 계획을 세워 안전하게 활동한다.
초등학교,체육,3~4,[4체01-06],운동과 건강한 생활 습관 형성에 관심을 갖고 적극적으로 실천한다.
초등학교,체육,3~4,[4체02-01],스포츠의 의미와 유형을 파악한다.
초등학교,체육,3~4,[4체02-02],기본 움직임 기술의 의미와 종류를 이해하고 스포츠와의 관계를 파악한다.
초등학교,체육,3~4,[4체02-03],움직임 요소에 따른 기본 움직임 기술의 수행 방법을 파악하고 시도한다.
초등학교,체육,3~4,[4체02-04],기본 움직임 기술을 연결한 복합적인 움직임 기술을 파악하고 시도한다.
초등학교,체육,3~4,[4체02-05],기술형 스포츠에 적합한 기본 움직임 기술을 파악하고 시도한다.
초등학교,체육,3~4,[4체02-06],전략형 스포츠에 적합한 기본 움직임 기술을 파악하고 시도한다.
초등학교,체육,3~4,[4체02-07],생태형 스포츠에 적합한 기본 움직임 기술을 파악하고 시도한다.
초등학교,체육,3~4,[4체02-08],움직임 기술 수행에 자신감을 갖고 적극적으로 시도한다.
초등학교,체육,3~4,[4체02-09],게임 활동에 최선을 다하고 규칙을 지킨다.
초등학교,체육,3~4,[4체02-10],다양한 스포츠 환경에 개방적인 태도를 갖고 적극적이고 안전하게 스포츠 활동에 참여한다.
초등학교,체육,3~4,[4체03-01],표현 활동의 의미와 기본 움직임 기술과의 관계를 파악한다.
초등학교,체육,3~4,[4체03-02],움직임 요소에 따른 기본 움직임 기술의 표현 방법을 파악하고 시도한다.
초등학교,체육,3~4,[4체03-03],기본 움직임 기술을 활용하여 사물이나 자연을 모방하여 표현한다.
초등학교,체육,3~4,[4체03-04],기본 움직임 기술을 활용하여 느낌이나 생각을 표현한다.
초등학교,체육,3~4,[4체03-05],기본 움직임 기술을 리듬에 맞춰 표현한다.
초등학교,체육,3~4,[4체03-06],기본 움직임 기술을 도구를 활용하여 표현한다.
초등학교,체육,3~4,[4체03-07],움직임의 심미적 표현에 대한 호기심과 감수성을 나타낸다.
초등학교,음악,3~4,[4음01-01],바른 자세와 주법을 익혀 노래 부르거나 악기로 연주한다.
초등학교,음악,3~4,[4음01-02],기초적인 음악 요소를 살려 노래 부르거나 악기로 연주하고 느낌을 이야기한다.
초등학교,음악,3~4,[4음01-03],노래와 악기 연주에 어울리는 신체표현이나 놀이를 하며 음악을 즐긴다.
초등학교,음악,3~4,[4음01-04],생활 속에서 음악을 경험하며 연주에 관심을 가지고 참여한다.
초등학교,음악,3~4,[4음02-01],음악을 듣고 기초적인 음악 요소를 탐색하며 반응한다.
초등학교,음악,3~4,[4음02-02],다양한 음악을 듣고 음악적 특징을 발견한다.
초등학교,음악,3~4,[4음02-03],다양한 종류의 음악을 듣고 음악의 분위기를 묘사하거나 쓰임을 이야기한다.
초등학교,음악,3~4,[4음02-04],생활 속에서 음악을 들으며 느낌과 호기심을 갖고 즐긴다.
초등학교,음악,3~4,[4음02-05],우리 지역의 음악 문화유산을 찾아 듣고 국악을 즐기는 태도를 갖는다.
초등학교,음악,3~4,[4음03-01],느낌과 상상을 즉흥적으로 표현하며 음악에 대한 흥미를 갖는다.
초등학교,음악,3~4,[4음03-02],악곡의 일부를 바꾸어 표현하고 간단한 악보로 나타낸다.
초등학교,음악,3~4,[4음03-03],기초적인 음악 요소를 활용하여 소리나 음악으로 표현한다.
초등학교,음악,3~4,[4음03-04],생활 주변의 소리나 장면을 모방하며 음악의 새로움을 즐기는 태도를 갖는다.
초등학교,미술,3~4,[4미01-01],자연물과 인공물을 탐색하는 데 다양한 감각을 활용할 수 있다.
초등학교,미술,3~4,[4미01-02],주변 대상을 체험하며 떠오른 느낌과 생각을 다양한 방법으로 나타낼 수 있다.
초등학교,미술,3~4,[4미01-03],미적 탐색에 호기심을 갖고 참여하며 자신의 감각으로 대상의 특징을 이해할 수 있다.
초등학교,미술,3~4,[4미01-04],생활 속에서 활용되는 미술에 관심을 가지고 미술의 특징과 역할을 발견할 수 있다.
초등학교,미술,3~4,[4미02-01],관찰과 상상으로 아이디어를 떠올려 표현 주제를 구체화할 수 있다.
초등학교,미술,3~4,[4미02-02],기본적인 표현 재료와 용구의 특성을 이해하고 사용 방법을 익힐 수 있다.
초등학교,미술,3~4,[4미02-03],조형 요소의 특징을 자유롭게 탐색하며 주제 표현에 알맞게 활용할 수 있다.
초등학교,미술,3~4,[4미02-04],표현 의도를 가지고 작품을 제작하며 자기 작품을 소중히 여길 수 있다.
초등학교,미술,3~4,[4미02-05],미술과 타 교과를 관련지어 주제를 표현하는데 흥미를 가질 수 있다.
초등학교,미술,3~4,[4미03-01],미술 작품을 자세히 보고 작품과 미술가에 관해 질문할 수 있다.
초등학교,미술,3~4,[4미03-02],미술 작품의 특징과 작품에 관한 자신의 느낌과 생각을 설명할 수 있다.
초등학교,미술,3~4,[4미03-03],미술 문화에 관심을 가지고 전시 및 행사에 참여할 수 있다.
초등학교,미술,3~4,[4미03-04],작품 감상에 흥미를 가지고 참여하며 작품에 대한 자신의 감상 관점을 존중할 수 있다.
초등학교,영어,3~4,[4영01-01],알파벳과 쉽고 간단한 단어의 소리를 듣고 식별한다.
초등학교,영어,3~4,[4영01-02],알파벳 대소문자를 식별하여 읽는다.
초등학교,영어,3~4,[4영01-03],"쉽고 간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양을 식별한다."
초등학교,영어,3~4,[4영01-04],"소리와 철자의 관계를 이해하며 쉽고 간단한 단어, 어구, 문장을 소리 내어 읽는다."
초등학교,영어,3~4,[4영01-05],"쉽고 간단한 단어, 어구, 문장의 의미를 이해한다."
초등학교,영어,3~4,[4영01-06],자기 주변 주제에 관한 담화의 주요 정보를 파악한다.
초등학교,영어,3~4,[4영01-07],적절한 전략을 활용하여 담화나 문장을 듣거나 읽는다.
초등학교,영어,3~4,[4영01-08],다양한 매체로 표현된 담화나 문장을 흥미를 가지고 듣거나 읽는다.
초등학교,영어,3~4,[4영01-09],"시, 노래, 이야기를 공감하며 듣는다."
초등학교,영어,3~4,[4영01-10],자기 주변 주제나 문화에 관한 담화나 문장을 존중의 태도로 듣거나 읽는다.
초등학교,영어,3~4,[4영02-01],"쉽고 간단한 단어, 어구, 문장을 강세, 리듬, 억양에 맞게 따라 말한다."
초등학교,영어,3~4,[4영02-02],알파벳 대소문자를 구별하여 쓴다.
초등학교,영어,3~4,[4영02-03],소리와 철자의 관계를 바탕으로 쉽고 간단한 단어를 쓴다.
초등학교,영어,3~4,[4영02-04],"실물, 그림, 동작 등을 보고 쉽고 간단한 문장으로 말하거나 단어나 어구를 쓴다."
초등학교,영어,3~4,[4영02-05],"자신, 주변 사람이나 사물의 소개나 묘사를 쉽고 간단한 문장으로 말하거나 보고 쓴다."
초등학교,영어,3~4,[4영02-06],행동 지시를 쉽고 간단한 문장으로 말하거나 보고 쓴다.
초등학교,영어,3~4,[4영02-07],자신의 감정을 쉽고 간단한 문장으로 말하거나 보고 쓴다.
초등학교,영어,3~4,[4영02-08],자기 주변 주제에 관한 담화의 주요 정보를 묻거나 답한다.
초등학교,영어,3~4,[4영02-09],적절한 매체나 전략을 활용하여 창의적으로 의미를 표현한다.
초등학교,영어,3~4,[4영02-10],의사소통 활동에 흥미와 자신감을 가지고 대화 예절을 지키며 참여한다.
초등학교,국어,5~6,6국01-01,구어 의사소통의 특성을 바탕으로 하여 듣기･말하기 활동을 한다
초등학교,과학,5~6,6과04-01,동물과 식물 이외의 생물을 조사하여 생물의 종류와 특징을 설명할 수 있다.
초등학교,국어,5~6,6국01-02,의견을 제시하고 함께 조정하며 토의한다.
초등학교,국어,5~6,6국01-03,절차와 규칙을 지키고 근거를 제시하며 토론한다.
초등학교,과학,5~6,6과04-02,다양한 생물이 우리 생활에 미치는 긍정적인 영향과 부정적인 영향에 대해 토의할 수 있다.
초등학교,국어,5~6,6국01-04,자료를 정리하여 말할 내용을 체계적으로 구성한다.
초등학교,과학,5~6,6과04-03,우리 생활에 첨단 생명과학이 이용된 사례를 조사하여 발표할 수 있다.
초등학교,과학,5~6,6과05-01,생태계가 생물 요소와 비생물 요소로 이루어져 있음을 알고 생태계 구성 요소들이 서로 영향을 주고받음을 설명할 수 있다.
초등학교,과학,5~6,6과05-02,비생물 환경 요인이 생물에 미치는 영향을 이해하여 환경과 생물 사이의 관계를 설명할 수 있다.
초등학교,과학,5~6,6과05-03,생태계 보전의 필요성을 인식하고 생태계 보전을 위해 우리가 할 수 있는 일에 대해 토의할 수 있다.
초등학교,과학,5~6,6과09-01,하루 동안 태양과 달의 위치가 달라지는 것을 지구의 자전으로 설명할 수 있다.
초등학교,과학,5~6,6과09-02,계절에 따라 별자리가 달라진다는 것을 지구의 공전으로 설명할 수 있다.
초등학교,과학,5~6,6과09-03,달의 모양과 위치가 주기적으로 바뀌는 것을 관찰할 수 있다.
초등학교,과학,5~6,6과10-01,"산소, 이산화탄소를 실험을 통해 발생시키고 성질을 확인한 후, 각 기체의 성질을 설명할 수 있다."
초등학교,과학,5~6,6과10-02,"온도와 압력에 따라 기체의 부피가 달라지는 현상을 관찰하고, 일상생활에서 이와 관련된 사례를 찾을 수 있다."
초등학교,과학,5~6,6과10-03,공기를 이루는 여러 가지 기체를 조사하여 발표할 수 있다.
초등학교,국어,5~6,6국01-07,상대가 처한 상황을 이해하고 공감하며 듣는 태도를 지닌다.
초등학교,국어,5~6,6국02-01,읽기는 배경지식을 활용하여 의미를 구성하는 과정임을 이해하고 글을 읽는다.
초등학교,국어,5~6,6국02-02,글의 구조를 고려하여 글 전체의 내용을 요약한다.
초등학교,과학,5~6,6과11-01,"햇빛이 프리즘에서 다양한 색으로 나타나는 현상을 관찰하여, 햇빛이 여러 가지 색의 빛으로 되어 있음을 설명할 수 있다."
초등학교,과학,5~6,6과11-02,"빛이 유리나 물, 볼록 렌즈를 통과하면서 굴절되는 현상을 관찰하고 관찰한 내용을 그림으로 표현할 수 있다."
초등학교,국어,5~6,6국02-03,글을 읽고 글쓴이가 말하고자 하는 주장이나 주제를 파악한다.
초등학교,과학,5~6,6과11-03,볼록 렌즈를 이용하여 물체의 모습을 관찰하고 볼록 렌즈의 쓰임새를 조사할 수 있다.
초등학교,과학,5~6,6과12-01,생물체를 이루고 있는 기본 단위인 세포를 현미경으로 관찰할 수 있다.
초등학교,과학,5~6,6과12-02,"식물의 전체적인 구조 관찰과 실험을 통해 뿌리, 줄기, 잎, 꽃의 구조와 기능을 설명할 수 있다."
초등학교,과학,5~6,6과12-03,"여러 가지 식물의 씨가 퍼지는 방법을 조사하고, 씨가 퍼지는 방법이 다양함을 설명할 수 있다."
초등학교,과학,5~6,6과13-01,"전지와 전구, 전선을 연결하여 전구에 불이 켜지는 조건을 찾아 설명할 수 있다."
초등학교,과학,5~6,6과13-02,전구를 직렬연결 할 때와 병렬연결 할 때 전구의 밝기 차이를 비교할 수 있다.
초등학교,과학,5~6,6과13-03,전기를 절약하고 안전하게 사용하는 방법을 토의할 수 있다.
초등학교,과학,5~6,6과13-04,전자석을 만들어 영구 자석과 전자석을 비교하고 일상생활에서 전자석이 사용되는 예를 조사할 수 있다.
초등학교,국어,5~6,6국02-05,매체에 따른 다양한 읽기 방법을 이해하고 적절하게 적용하며 읽는다.
초등학교,국어,5~6,6국02-06,자신의 읽기 습관을 점검하며 스스로 글을 찾아 읽는 태도를 지닌다.
초등학교,과학,5~6,6과14-01,"하루 동안 태양의 고도, 그림자 길이, 기온을 측정하여 이들 사이의 관계를 찾을 수 있다."
초등학교,과학,5~6,6과14-02,"계절에 따른 태양의 남중 고도, 낮과 밤의 길이, 기온 변화를 설명할 수 있다."
초등학교,국어,5~6,6국03-01,쓰기는 절차에 따라 의미를 구성하고 표현하는 과정임을 이해하고 글을 쓴다.
초등학교,과학,5~6,6과14-03,계절 변화의 원인은 지구 자전축이 기울어진 채 공전하기 때문임을 모형실험을 통해 설명할 수 있다.
초등학교,과학,5~6,6과15-01,"물질이 탈 때 나타나는 공통적인 현상을 관찰하고, 연소의 조건을 찾을 수 있다."
초등학교,과학,5~6,6과15-02,실험을 통해 연소 후에 생성되는 물질을 찾을 수 있다.
